instructions_exposure.started,instructions_exposure.stopped,instructions_exposure_loop.thisRepN,instructions_exposure_loop.thisTrialN,instructions_exposure_loop.thisN,instructions_exposure_loop.thisIndex,instructions_exposure_loop.ran,instructions_text,continue_text,participant_id,"What variety of Spanish are you most familiar with? (e.g., Peruvian, Spanish, Mexican)",At what age did you begin learning Spanish?,Are you proficient in any languages other than English/Spanish?,"Are you familiar with Caribbean (e.g., Caribbean, Puerto Rican) or Galician Spanish?",date,expName,psychopyVersion,OS,frameRate,id,study_id,session,trial_exposure.started,trial_exposure.stopped,key_resp_exposure.keys,key_resp_exposure.corr,key_resp_exposure.rt,key_resp_exposure.duration,key_resp.keys,exposure_loop.thisRepN,exposure_loop.thisTrialN,exposure_loop.thisN,exposure_loop.thisIndex,exposure_loop.ran,item_num,correct_response,question,path,duration,instructions_2afc.started,instructions_2afc.stopped,instructions_2afc_loop.thisRepN,instructions_2afc_loop.thisTrialN,instructions_2afc_loop.thisN,instructions_2afc_loop.thisIndex,instructions_2afc_loop.ran,practice_2afc.started,practice_2afc.stopped,key_resp_2afc_practice.keys,key_resp_2afc_practice.corr,key_resp_2afc_practice.rt,key_resp_2afc_practice.duration,trials_2afc_practice_loop.thisRepN,trials_2afc_practice_loop.thisTrialN,trials_2afc_practice_loop.thisN,trials_2afc_practice_loop.thisIndex,trials_2afc_practice_loop.ran,check_2afc.started,check_2afc.stopped,trial_2afc.started,trial_2afc.stopped,key_resp_2afc_trial.keys,key_resp_2afc_trial.corr,key_resp_2afc_trial.rt,key_resp_2afc_trial.duration,trials_2afc_loop.thisRepN,trials_2afc_loop.thisTrialN,trials_2afc_loop.thisN,trials_2afc_loop.thisIndex,trials_2afc_loop.ran,target,variety,trials_2afc_loop.order
,,,,,,,,,668d38bc17a6f45c904036b4,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_07h20.26.630,empathy_intonation_perc,2024.2.4,Win32,59.88023952,668d38bc17a6f45c904036b4,687ed1b7e638a4cbf2f02089,6880c526ef313f30e310066d,,,,,,,,,,,,,10,1,,./stim/wavs/cuban_match_interrogative-total-yn_Maria-bebe-el-vino.wav,,,,,,,,,,,,,,,,,,,,,,352.6845,355.5482,0,0,2.3316,,0,30,30,9,1,1,cuban,
,,,,,,,,,668d38bc17a6f45c904036b4,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_07h20.26.630,empathy_intonation_perc,2024.2.4,Win32,59.88023952,668d38bc17a6f45c904036b4,687ed1b7e638a4cbf2f02089,6880c526ef313f30e310066d,,,,,,,,,,,,,37,1,,./stim/wavs/mexican_mismatch_interrogative-total-yn_La-maestra-vive-en-Paris.wav,,,,,,,,,,,,,,,,,,,,,,355.5487,358.2622,0,0,2.1888,,0,31,31,36,1,0,mexican,
,,,,,,,,,668d38bc17a6f45c904036b4,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_07h20.26.630,empathy_intonation_perc,2024.2.4,Win32,59.88023952,668d38bc17a6f45c904036b4,687ed1b7e638a4cbf2f02089,6880c526ef313f30e310066d,,,,,,,,,,,,,34,1,,./stim/wavs/cuban_mismatch_interrogative-total-yn_Mi-tia-odia-la-lluvia.wav,,,,,,,,,,,,,,,,,,,,,,358.2627,361.0425,0,0,2.2543,,0,32,32,33,1,1,cuban,
,,,,,,,,,668d38bc17a6f45c904036b4,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_07h20.26.630,empathy_intonation_perc,2024.2.4,Win32,59.88023952,668d38bc17a6f45c904036b4,687ed1b7e638a4cbf2f02089,6880c526ef313f30e310066d,,,,,,,,,,,,,80,0,,./stim/wavs/mexican_mismatch_declarative-broad-focus_El-hombre-mira-la-luna.wav,,,,,,,,,,,,,,,,,,,,,,361.0429,362.7742,0,1,1.2077,,0,33,33,79,1,0,mexican,
,,,,,,,,,668d38bc17a6f45c904036b4,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_07h20.26.630,empathy_intonation_perc,2024.2.4,Win32,59.88023952,668d38bc17a6f45c904036b4,687ed1b7e638a4cbf2f02089,6880c526ef313f30e310066d,,,,,,,,,,,,,66,0,,./stim/wavs/puertorican_match_declarative-broad-focus_Emilio-ama-la-marcha.wav,,,,,,,,,,,,,,,,,,,,,,362.7752,365.2217,0,1,1.922,,0,34,34,65,1,0,puertorican,
,,,,,,,,,668d38bc17a6f45c904036b4,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_07h20.26.630,empathy_intonation_perc,2024.2.4,Win32,59.88023952,668d38bc17a6f45c904036b4,687ed1b7e638a4cbf2f02089,6880c526ef313f30e310066d,,,,,,,,,,,,,4,1,,./stim/wavs/castilian_match_interrogative-total-yn_Maria-bebe-el-vino.wav,,,,,,,,,,,,,,,,,,,,,,365.2225,367.2535,0,0,1.4989,,0,35,35,3,1,0,castilian,
,,,,,,,,,668d38bc17a6f45c904036b4,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_07h20.26.630,empathy_intonation_perc,2024.2.4,Win32,59.88023952,668d38bc17a6f45c904036b4,687ed1b7e638a4cbf2f02089,6880c526ef313f30e310066d,,,,,,,,,,,,,53,0,,./stim/wavs/cuban_match_declarative-broad-focus_Manuela-vende-el-carro.wav,,,,,,,,,,,,,,,,,,,,,,367.2541,369.6009,0,1,1.8178,,0,36,36,52,1,0,cuban,
,,,,,,,,,668d38bc17a6f45c904036b4,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_07h20.26.630,empathy_intonation_perc,2024.2.4,Win32,59.88023952,668d38bc17a6f45c904036b4,687ed1b7e638a4cbf2f02089,6880c526ef313f30e310066d,,,,,,,,,,,,,17,1,,./stim/wavs/mexican_match_interrogative-total-yn_Mariano-habla-del-tiempo.wav,,,,,,,,,,,,,,,,,,,,,,369.6014,372.4486,0,0,2.3233,,0,37,37,16,1,0,mexican,
,,,,,,,,,668d38bc17a6f45c904036b4,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_07h20.26.630,empathy_intonation_perc,2024.2.4,Win32,59.88023952,668d38bc17a6f45c904036b4,687ed1b7e638a4cbf2f02089,6880c526ef313f30e310066d,,,,,,,,,,,,,12,1,,./stim/wavs/cuban_match_interrogative-total-yn_Marta-abre-el-regalo.wav,,,,,,,,,,,,,,,,,,,,,,372.4489,374.4136,0,0,1.4356,,0,38,38,11,1,1,cuban,
,,,,,,,,,668d38bc17a6f45c904036b4,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_07h20.26.630,empathy_intonation_perc,2024.2.4,Win32,59.88023952,668d38bc17a6f45c904036b4,687ed1b7e638a4cbf2f02089,6880c526ef313f30e310066d,,,,,,,,,,,,,68,0,,./stim/wavs/puertorican_match_declarative-broad-focus_Maria-bebe-el-vino.wav,,,,,,,,,,,,,,,,,,,,,,374.4141,376.445,0,1,1.5051,,0,39,39,67,1,0,puertorican,
,,,,,,,,,668d38bc17a6f45c904036b4,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_07h20.26.630,empathy_intonation_perc,2024.2.4,Win32,59.88023952,668d38bc17a6f45c904036b4,687ed1b7e638a4cbf2f02089,6880c526ef313f30e310066d,,,,,,,,,,,,,30,1,,./stim/wavs/cuban_mismatch_interrogative-total-yn_El-hombre-mira-la-luna.wav,,,,,,,,,,,,,,,,,,,,,,376.4453,378.7096,0,0,1.7397,,0,40,40,29,1,1,cuban,
,,,,,,,,,668d38bc17a6f45c904036b4,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_07h20.26.630,empathy_intonation_perc,2024.2.4,Win32,59.88023952,668d38bc17a6f45c904036b4,687ed1b7e638a4cbf2f02089,6880c526ef313f30e310066d,,,,,,,,,,,,,85,0,,./stim/wavs/puertorican_mismatch_declarative-broad-focus_El-hombre-mira-la-luna.wav,,,,,,,,,,,,,,,,,,,,,,378.7103,381.2236,0,1,1.9905,,0,41,41,84,1,0,puertorican,
,,,,,,,,,668d38bc17a6f45c904036b4,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_07h20.26.630,empathy_intonation_perc,2024.2.4,Win32,59.88023952,668d38bc17a6f45c904036b4,687ed1b7e638a4cbf2f02089,6880c526ef313f30e310066d,,,,,,,,,,,,,43,1,,./stim/wavs/puertorican_mismatch_interrogative-total-yn_La-nina-lava-el-plato.wav,,,,,,,,,,,,,,,,,,,,,,381.2242,383.0056,0,0,1.2503,,0,42,42,42,1,1,puertorican,
,,,,,,,,,668d38bc17a6f45c904036b4,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_07h20.26.630,empathy_intonation_perc,2024.2.4,Win32,59.88023952,668d38bc17a6f45c904036b4,687ed1b7e638a4cbf2f02089,6880c526ef313f30e310066d,,,,,,,,,,,,,40,1,,./stim/wavs/puertorican_mismatch_interrogative-total-yn_El-hombre-mira-la-luna.wav,,,,,,,,,,,,,,,,,,,,,,383.006,385.0033,0,0,1.4753,,0,43,43,39,1,1,puertorican,
,,,,,,,,,668d38bc17a6f45c904036b4,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_07h20.26.630,empathy_intonation_perc,2024.2.4,Win32,59.88023952,668d38bc17a6f45c904036b4,687ed1b7e638a4cbf2f02089,6880c526ef313f30e310066d,,,,,,,,,,,,,55,0,,./stim/wavs/cuban_match_declarative-broad-focus_Mariano-habla-del-tiempo.wav,,,,,,,,,,,,,,,,,,,,,,385.0039,387.0851,0,1,1.5584,,0,44,44,54,1,0,cuban,
,,,,,,,,,668d38bc17a6f45c904036b4,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_07h20.26.630,empathy_intonation_perc,2024.2.4,Win32,59.88023952,668d38bc17a6f45c904036b4,687ed1b7e638a4cbf2f02089,6880c526ef313f30e310066d,,,,,,,,,,,,,20,1,,./stim/wavs/puertorican_match_interrogative-total-yn_Daniel-iba-a-Bolivia.wav,,,,,,,,,,,,,,,,,,,,,,387.0857,388.933,0,0,1.3178,,0,45,45,19,1,1,puertorican,
,,,,,,,,,668d38bc17a6f45c904036b4,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_07h20.26.630,empathy_intonation_perc,2024.2.4,Win32,59.88023952,668d38bc17a6f45c904036b4,687ed1b7e638a4cbf2f02089,6880c526ef313f30e310066d,,,,,,,,,,,,,39,1,,./stim/wavs/mexican_mismatch_interrogative-total-yn_Mi-tia-odia-la-lluvia.wav,,,,,,,,,,,,,,,,,,,,,,388.9339,390.981,0,0,1.524,,0,46,46,38,1,0,mexican,
,,,,,,,,,668d38bc17a6f45c904036b4,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_07h20.26.630,empathy_intonation_perc,2024.2.4,Win32,59.88023952,668d38bc17a6f45c904036b4,687ed1b7e638a4cbf2f02089,6880c526ef313f30e310066d,,,,,,,,,,,,,72,0,,./stim/wavs/castilian_mismatch_declarative-broad-focus_Mi-novio-viene-del-lago.wav,,,,,,,,,,,,,,,,,,,,,,390.9817,393.3123,0,1,1.7996,,0,47,47,71,1,0,castilian,
,,,,,,,,,668d38bc17a6f45c904036b4,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_07h20.26.630,empathy_intonation_perc,2024.2.4,Win32,59.88023952,668d38bc17a6f45c904036b4,687ed1b7e638a4cbf2f02089,6880c526ef313f30e310066d,,,,,,,,,,,,,29,1,,./stim/wavs/castilian_mismatch_interrogative-total-yn_Mi-tia-odia-la-lluvia.wav,,,,,,,,,,,,,,,,,,,,,,393.3127,395.4937,0,0,1.6543,,0,48,48,28,1,0,castilian,
,,,,,,,,,668d38bc17a6f45c904036b4,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_07h20.26.630,empathy_intonation_perc,2024.2.4,Win32,59.88023952,668d38bc17a6f45c904036b4,687ed1b7e638a4cbf2f02089,6880c526ef313f30e310066d,,,,,,,,,,,,,79,0,,./stim/wavs/mexican_mismatch_declarative-broad-focus_El-bebe-comia-muy-bien.wav,,,,,,,,,,,,,,,,,,,,,,395.495,397.4254,0,1,1.4051,,0,49,49,78,1,0,mexican,
,,,,,,,,,668d38bc17a6f45c904036b4,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_07h20.26.630,empathy_intonation_perc,2024.2.4,Win32,59.88023952,668d38bc17a6f45c904036b4,687ed1b7e638a4cbf2f02089,6880c526ef313f30e310066d,,,,,,,,,,,,,70,0,,./stim/wavs/castilian_mismatch_declarative-broad-focus_La-maestra-vive-en-Paris.wav,,,,,,,,,,,,,,,,,,,,,,397.4263,400.2562,0,1,2.3097,,0,50,50,69,1,0,castilian,
,,,,,,,,,668d38bc17a6f45c904036b4,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_07h20.26.630,empathy_intonation_perc,2024.2.4,Win32,59.88023952,668d38bc17a6f45c904036b4,687ed1b7e638a4cbf2f02089,6880c526ef313f30e310066d,,,,,,,,,,,,,31,1,,./stim/wavs/cuban_mismatch_interrogative-total-yn_El-nino-oye-el-rio.wav,,,,,,,,,,,,,,,,,,,,,,400.2565,402.0874,0,0,1.3029,,0,51,51,30,1,1,cuban,
,,,,,,,,,668d38bc17a6f45c904036b4,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_07h20.26.630,empathy_intonation_perc,2024.2.4,Win32,59.88023952,668d38bc17a6f45c904036b4,687ed1b7e638a4cbf2f02089,6880c526ef313f30e310066d,,,,,,,,,,,,,51,0,,./stim/wavs/cuban_match_declarative-broad-focus_Ana-lleva-el-abrigo.wav,,,,,,,,,,,,,,,,,,,,,,402.0881,403.8525,0,1,1.2378,,0,52,52,50,1,0,cuban,
,,,,,,,,,668d38bc17a6f45c904036b4,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_07h20.26.630,empathy_intonation_perc,2024.2.4,Win32,59.88023952,668d38bc17a6f45c904036b4,687ed1b7e638a4cbf2f02089,6880c526ef313f30e310066d,,,,,,,,,,,,,7,1,,./stim/wavs/cuban_match_interrogative-total-yn_Ana-lleva-el-abrigo.wav,,,,,,,,,,,,,,,,,,,,,,403.8529,405.6842,0,0,1.307,,0,53,53,6,1,1,cuban,
,,,,,,,,,668d38bc17a6f45c904036b4,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_07h20.26.630,empathy_intonation_perc,2024.2.4,Win32,59.88023952,668d38bc17a6f45c904036b4,687ed1b7e638a4cbf2f02089,6880c526ef313f30e310066d,,,,,,,,,,,,,50,0,,./stim/wavs/castilian_match_declarative-broad-focus_Marta-abre-el-regalo.wav,,,,,,,,,,,,,,,,,,,,,,405.6851,407.3659,0,1,1.1504,,0,54,54,49,1,0,castilian,
,,,,,,,,,668d38bc17a6f45c904036b4,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_07h20.26.630,empathy_intonation_perc,2024.2.4,Win32,59.88023952,668d38bc17a6f45c904036b4,687ed1b7e638a4cbf2f02089,6880c526ef313f30e310066d,,,,,,,,,,,,,15,1,,./stim/wavs/mexican_match_interrogative-total-yn_David-leia-el-libro.wav,,,,,,,,,,,,,,,,,,,,,,407.3669,409.2973,0,0,1.4002,,0,55,55,14,1,0,mexican,
,,,,,,,,,668d38bc17a6f45c904036b4,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_07h20.26.630,empathy_intonation_perc,2024.2.4,Win32,59.88023952,668d38bc17a6f45c904036b4,687ed1b7e638a4cbf2f02089,6880c526ef313f30e310066d,,,,,,,,,,,,,44,1,,./stim/wavs/puertorican_mismatch_interrogative-total-yn_Mi-madre-come-la-fruta.wav,,,,,,,,,,,,,,,,,,,,,,409.2976,411.3122,0,0,1.4832,,0,56,56,43,1,1,puertorican,
,,,,,,,,,668d38bc17a6f45c904036b4,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_07h20.26.630,empathy_intonation_perc,2024.2.4,Win32,59.88023952,668d38bc17a6f45c904036b4,687ed1b7e638a4cbf2f02089,6880c526ef313f30e310066d,,,,,,,,,,,,,19,1,,./stim/wavs/puertorican_match_interrogative-total-yn_Ana-lleva-el-abrigo.wav,,,,,,,,,,,,,,,,,,,,,,411.3128,413.027,0,0,1.1884,,0,57,57,18,1,1,puertorican,
,,,,,,,,,668d38bc17a6f45c904036b4,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_07h20.26.630,empathy_intonation_perc,2024.2.4,Win32,59.88023952,668d38bc17a6f45c904036b4,687ed1b7e638a4cbf2f02089,6880c526ef313f30e310066d,,,,,,,,,,,,,59,0,,./stim/wavs/mexican_match_declarative-broad-focus_David-leia-el-libro.wav,,,,,,,,,,,,,,,,,,,,,,413.0274,415.0252,0,1,1.4881,,0,58,58,58,1,0,mexican,
,,,,,,,,,668d38bc17a6f45c904036b4,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_07h20.26.630,empathy_intonation_perc,2024.2.4,Win32,59.88023952,668d38bc17a6f45c904036b4,687ed1b7e638a4cbf2f02089,6880c526ef313f30e310066d,,,,,,,,,,,,,24,1,,./stim/wavs/puertorican_match_interrogative-total-yn_Maria-bebe-el-vino.wav,,,,,,,,,,,,,,,,,,,,,,415.0256,416.9071,0,0,1.3539,,0,59,59,23,1,1,puertorican,
,,,,,,,,,668d38bc17a6f45c904036b4,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_07h20.26.630,empathy_intonation_perc,2024.2.4,Win32,59.88023952,668d38bc17a6f45c904036b4,687ed1b7e638a4cbf2f02089,6880c526ef313f30e310066d,,,,,,,,,,,,,46,0,,./stim/wavs/castilian_match_declarative-broad-focus_Emilio-ama-la-marcha.wav,,,,,,,,,,,,,,,,,,,,,,416.9077,418.6386,0,1,1.2072,,0,60,60,45,1,0,castilian,
,,,,,,,,,668d38bc17a6f45c904036b4,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_07h20.26.630,empathy_intonation_perc,2024.2.4,Win32,59.88023952,668d38bc17a6f45c904036b4,687ed1b7e638a4cbf2f02089,6880c526ef313f30e310066d,,,,,,,,,,,,,16,1,,./stim/wavs/mexican_match_interrogative-total-yn_Emilio-ama-la-marcha.wav,,,,,,,,,,,,,,,,,,,,,,418.639,420.7705,0,0,1.6008,,0,61,61,15,1,0,mexican,
,,,,,,,,,668d38bc17a6f45c904036b4,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_07h20.26.630,empathy_intonation_perc,2024.2.4,Win32,59.88023952,668d38bc17a6f45c904036b4,687ed1b7e638a4cbf2f02089,6880c526ef313f30e310066d,,,,,,,,,,,,,48,0,,./stim/wavs/castilian_match_declarative-broad-focus_Maria-bebe-el-vino.wav,,,,,,,,,,,,,,,,,,,,,,420.7709,422.2521,0,1,0.951,,0,62,62,47,1,0,castilian,
,,,,,,,,,668d38bc17a6f45c904036b4,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_07h20.26.630,empathy_intonation_perc,2024.2.4,Win32,59.88023952,668d38bc17a6f45c904036b4,687ed1b7e638a4cbf2f02089,6880c526ef313f30e310066d,,,,,,,,,,,,,6,1,,./stim/wavs/castilian_match_interrogative-total-yn_Marta-abre-el-regalo.wav,,,,,,,,,,,,,,,,,,,,,,422.2527,424.3833,0,0,1.5989,,0,63,63,5,1,0,castilian,
,,,,,,,,,668d38bc17a6f45c904036b4,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_07h20.26.630,empathy_intonation_perc,2024.2.4,Win32,59.88023952,668d38bc17a6f45c904036b4,687ed1b7e638a4cbf2f02089,6880c526ef313f30e310066d,,,,,,,,,,,,,78,0,,./stim/wavs/cuban_mismatch_declarative-broad-focus_Mi-tia-odia-la-lluvia.wav,,,,,,,,,,,,,,,,,,,,,,424.3838,426.0652,0,1,1.1494,,0,64,64,77,1,0,cuban,
,,,,,,,,,668d38bc17a6f45c904036b4,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_07h20.26.630,empathy_intonation_perc,2024.2.4,Win32,59.88023952,668d38bc17a6f45c904036b4,687ed1b7e638a4cbf2f02089,6880c526ef313f30e310066d,,,,,,,,,,,,,69,0,,./stim/wavs/castilian_mismatch_declarative-broad-focus_El-nino-oye-el-rio.wav,,,,,,,,,,,,,,,,,,,,,,426.0658,427.4804,0,1,0.8937,,0,65,65,68,1,0,castilian,
,,,,,,,,,668d38bc17a6f45c904036b4,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_07h20.26.630,empathy_intonation_perc,2024.2.4,Win32,59.88023952,668d38bc17a6f45c904036b4,687ed1b7e638a4cbf2f02089,6880c526ef313f30e310066d,,,,,,,,,,,,,35,1,,./stim/wavs/mexican_mismatch_interrogative-total-yn_El-hombre-mira-la-luna.wav,,,,,,,,,,,,,,,,,,,,,,427.4809,429.9628,0,0,1.9595,,0,66,66,34,1,0,mexican,
,,,,,,,,,668d38bc17a6f45c904036b4,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_07h20.26.630,empathy_intonation_perc,2024.2.4,Win32,59.88023952,668d38bc17a6f45c904036b4,687ed1b7e638a4cbf2f02089,6880c526ef313f30e310066d,,,,,,,,,,,,,11,1,,./stim/wavs/cuban_match_interrogative-total-yn_Mariano-habla-del-tiempo.wav,,,,,,,,,,,,,,,,,,,,,,429.9631,431.843,0,0,1.3545,,0,67,67,10,1,1,cuban,
,,,,,,,,,668d38bc17a6f45c904036b4,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_07h20.26.630,empathy_intonation_perc,2024.2.4,Win32,59.88023952,668d38bc17a6f45c904036b4,687ed1b7e638a4cbf2f02089,6880c526ef313f30e310066d,,,,,,,,,,,,,75,0,,./stim/wavs/cuban_mismatch_declarative-broad-focus_El-hombre-mira-la-luna.wav,,,,,,,,,,,,,,,,,,,,,,431.8433,433.891,0,1,1.5184,,0,68,68,74,1,0,cuban,
,,,,,,,,,668d38bc17a6f45c904036b4,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_07h20.26.630,empathy_intonation_perc,2024.2.4,Win32,59.88023952,668d38bc17a6f45c904036b4,687ed1b7e638a4cbf2f02089,6880c526ef313f30e310066d,,,,,,,,,,,,,3,1,,./stim/wavs/castilian_match_interrogative-total-yn_Manuela-vende-el-carro.wav,,,,,,,,,,,,,,,,,,,,,,433.8916,435.9557,0,0,1.5345,,0,69,69,2,1,0,castilian,
,,,,,,,,,668d38bc17a6f45c904036b4,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_07h20.26.630,empathy_intonation_perc,2024.2.4,Win32,59.88023952,668d38bc17a6f45c904036b4,687ed1b7e638a4cbf2f02089,6880c526ef313f30e310066d,,,,,,,,,,,,,38,1,,./stim/wavs/mexican_mismatch_interrogative-total-yn_Mi-novio-viene-del-lago.wav,,,,,,,,,,,,,,,,,,,,,,435.9563,437.9207,0,0,1.4361,,0,70,70,37,1,0,mexican,
,,,,,,,,,668d38bc17a6f45c904036b4,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_07h20.26.630,empathy_intonation_perc,2024.2.4,Win32,59.88023952,668d38bc17a6f45c904036b4,687ed1b7e638a4cbf2f02089,6880c526ef313f30e310066d,,,,,,,,,,,,,61,0,,./stim/wavs/mexican_match_declarative-broad-focus_Mariano-habla-del-tiempo.wav,,,,,,,,,,,,,,,,,,,,,,437.9209,440.4353,0,1,1.9879,,0,71,71,60,1,0,mexican,
,,,,,,,,,668d38bc17a6f45c904036b4,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_07h20.26.630,empathy_intonation_perc,2024.2.4,Win32,59.88023952,668d38bc17a6f45c904036b4,687ed1b7e638a4cbf2f02089,6880c526ef313f30e310066d,,,,,,,,,,,,,5,1,,./stim/wavs/castilian_match_interrogative-total-yn_Mariano-habla-del-tiempo.wav,,,,,,,,,,,,,,,,,,,,,,440.4359,441.9666,0,0,1.004,,0,72,72,4,1,0,castilian,
,,,,,,,,,668d38bc17a6f45c904036b4,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_07h20.26.630,empathy_intonation_perc,2024.2.4,Win32,59.88023952,668d38bc17a6f45c904036b4,687ed1b7e638a4cbf2f02089,6880c526ef313f30e310066d,,,,,,,,,,,,,64,0,,./stim/wavs/puertorican_match_declarative-broad-focus_Daniel-iba-a-Bolivia.wav,,,,,,,,,,,,,,,,,,,,,,441.9669,444.0153,0,1,1.5186,,0,73,73,63,1,0,puertorican,
,,,,,,,,,668d38bc17a6f45c904036b4,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_07h20.26.630,empathy_intonation_perc,2024.2.4,Win32,59.88023952,668d38bc17a6f45c904036b4,687ed1b7e638a4cbf2f02089,6880c526ef313f30e310066d,,,,,,,,,,,,,56,0,,./stim/wavs/cuban_match_declarative-broad-focus_Marta-abre-el-regalo.wav,,,,,,,,,,,,,,,,,,,,,,444.0159,445.5302,0,1,0.9921,,0,74,74,55,1,0,cuban,
,,,,,,,,,668d38bc17a6f45c904036b4,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_07h20.26.630,empathy_intonation_perc,2024.2.4,Win32,59.88023952,668d38bc17a6f45c904036b4,687ed1b7e638a4cbf2f02089,6880c526ef313f30e310066d,,,,,,,,,,,,,63,0,,./stim/wavs/puertorican_match_declarative-broad-focus_Ana-lleva-el-abrigo.wav,,,,,,,,,,,,,,,,,,,,,,445.5305,447.4951,0,1,1.4375,,0,75,75,62,1,0,puertorican,
,,,,,,,,,668d38bc17a6f45c904036b4,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_07h20.26.630,empathy_intonation_perc,2024.2.4,Win32,59.88023952,668d38bc17a6f45c904036b4,687ed1b7e638a4cbf2f02089,6880c526ef313f30e310066d,,,,,,,,,,,,,52,0,,./stim/wavs/cuban_match_declarative-broad-focus_Daniel-iba-a-Bolivia.wav,,,,,,,,,,,,,,,,,,,,,,447.4954,448.5606,0,1,0.5437,,0,76,76,51,1,0,cuban,
,,,,,,,,,668d38bc17a6f45c904036b4,Spanish,13 or older,"no, only English or Spanish",no,2025-07-23_07h20.26.630,empathy_intonation_perc,2024.2.4,Win32,59.88023952,668d38bc17a6f45c904036b4,687ed1b7e638a4cbf2f02089,6880c526ef313f30e310066d,,,,,,,,,,,,,60,0,,./stim/wavs/mexican_match_declarative-broad-focus_Emilio-ama-la-marcha.wav,,,,,,,,,,,,,,,,,,,,,,448.5611,,,,,,0,77,77,59,1,0,mexican,87
